"pid","week","group","subgroup","gender","intervention","last_intervention","bilateral_communication_count","quiz_count","booklet_count","arena_count","chat_count","forum_count","playground_count","bilateral_communication_active_days","quiz_active_days","booklet_active_days","arena_active_days","chat_active_days","forum_active_days","playground_active_days","active_days","event_count","bilat_count_bool","quiz_count_bool","booklet_count_bool","arena_count_bool","chat_count_bool","forum_count_bool","playground_count_bool","event_count_bool"
129,11,"C","m","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
462,2,"C","f","f","None","None",0,11,1,0,0,0,3,0,1,1,0,0,0,2,3,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
135,5,"A","f","f","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
470,6,"A","m","f","None","personal/unspecific",0,0,1,15,0,0,0,0,0,1,1,0,0,0,2,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
458,13,"B","m","f","None","impersonal/specific",0,0,2,0,0,0,4,0,0,1,0,0,0,2,3,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
436,8,"C","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,10,"B","m","m","None","impersonal/specific",0,0,1,0,0,0,10,0,0,1,0,0,0,5,5,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
86,8,"A","m","m","None","impersonal/specific",0,2,1,2,0,0,1,0,1,1,1,0,0,1,3,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
271,5,"C","f","m","None","impersonal/specific",0,3,1,2,0,0,5,0,1,1,1,0,0,2,2,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
366,14,"A","f","m","None","impersonal/specific",0,54,0,39,0,0,5,0,6,0,2,0,0,3,6,98,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
266,13,"A","m","f","None","impersonal/specific",0,2,1,0,0,0,7,0,1,1,0,0,0,3,5,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
88,10,"C","m","f","None","personal/specific",2,0,0,0,0,0,39,2,0,0,0,0,0,2,2,41,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
64,11,"C","f","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
174,0,"A","f","m","None","None",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
136,6,"B","f","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
176,8,"A","f","f","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
397,1,"C","f","m","None","None",0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
147,13,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,6,"B","f","f","None","personal/specific",0,0,1,9,0,0,0,0,0,1,1,0,0,0,2,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
187,2,"C","m","m","None","None",0,0,1,0,0,0,4,0,0,1,0,0,0,1,1,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
33,5,"B","f","m","personal/specific","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
401,4,"C","m","f","None","impersonal/specific",0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
169,1,"C","m","m","None","None",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
325,2,"B","f","m","personal/unspecific","personal/unspecific",0,0,0,30,0,0,5,0,0,0,2,0,0,1,2,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
329,4,"B","f","m","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,11,"C","m","m","None","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414,13,"A","f","m","None","impersonal/specific",0,17,2,0,0,0,0,0,2,1,0,0,0,0,3,19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
329,11,"B","f","m","impersonal/specific","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
405,5,"B","f","f","personal/specific","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
60,11,"A","m","m","None","impersonal/specific",0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
399,13,"C","f","m","None","personal/unspecific",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
264,5,"A","m","f","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
51,8,"B","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
84,7,"C","f","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
401,11,"C","m","f","None","personal/specific",0,6,0,106,0,0,1,0,1,0,1,0,0,1,1,113,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
61,14,"C","f","f","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,4,"B","f","m","None","personal/unspecific",0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
50,3,"B","m","m","None","personal/unspecific",0,0,1,0,0,0,3,0,0,1,0,0,0,3,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
169,13,"C","m","m","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
397,14,"C","f","m","None","personal/unspecific",0,0,0,0,0,0,18,0,0,0,0,0,0,2,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
350,9,"B","f","m","None","impersonal/specific",0,9,1,9,0,0,5,0,1,1,1,0,0,1,2,24,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
316,10,"A","f","f","impersonal/specific","impersonal/specific",0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
320,1,"C","f","f","None","None",0,3,2,0,0,0,3,0,1,1,0,0,0,2,2,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
329,9,"B","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,7,"C","m","m","None","impersonal/specific",0,0,1,0,0,0,5,0,0,1,0,0,0,2,3,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
111,1,"A","f","m","personal/specific","personal/specific",0,0,2,50,0,0,10,0,0,1,4,0,0,4,5,62,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
195,14,"B","f","f","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,4,"B","m","m","None","personal/unspecific",0,2,1,5,0,0,0,0,1,1,1,0,0,0,2,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
366,8,"A","f","m","None","impersonal/specific",0,0,1,13,0,0,0,0,0,1,1,0,0,0,2,14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
404,9,"B","m","f","None","impersonal/specific",0,0,1,2,0,0,1,0,0,1,1,0,0,1,3,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
323,6,"C","m","m","impersonal/specific","impersonal/specific",0,0,1,2,0,0,12,0,0,1,1,0,0,5,6,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
155,0,"C","m","f","None","None",0,0,1,0,0,0,11,0,0,1,0,0,0,2,3,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
303,4,"A","m","f","personal/unspecific","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,0,"A","f","m","None","None",0,0,1,0,0,0,7,0,0,1,0,0,0,3,4,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
355,4,"A","m","m","personal/unspecific","personal/unspecific",1,0,1,11,0,0,4,1,0,1,1,0,0,3,4,17,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
24,10,"B","f","f","None","impersonal/specific",0,0,1,0,0,1,6,0,0,1,0,0,1,3,5,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
93,6,"C","m","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
458,0,"B","m","f","None","None",1,3,1,0,0,0,3,1,1,1,0,0,0,2,4,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
299,3,"B","f","f","None","personal/unspecific",1,0,1,0,0,0,6,1,0,1,0,0,0,2,4,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
256,1,"C","f","m","None","None",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
458,14,"B","m","f","None","impersonal/specific",0,57,0,6,0,0,5,0,5,0,2,0,0,4,7,68,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
98,1,"A","f","f","personal/specific","personal/specific",1,0,2,0,0,0,8,1,0,1,0,0,0,2,3,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
198,14,"C","m","m","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,10,"A","f","f","impersonal/specific","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
320,9,"C","f","f","personal/specific","personal/specific",1,2,1,0,0,0,0,1,1,1,0,0,0,0,3,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
416,10,"B","f","f","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
266,2,"A","m","f","None","personal/specific",0,2,1,13,0,0,9,0,1,1,1,0,0,4,5,25,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
365,5,"C","f","f","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
278,8,"B","m","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
174,7,"A","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90,13,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,14,"B","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,7,"B","f","f","None","personal/specific",0,3,1,0,0,0,0,0,1,1,0,0,0,0,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
218,9,"A","m","m","None","impersonal/specific",1,8,1,0,0,0,6,1,2,1,0,0,0,2,3,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
311,1,"B","f","m","None","None",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2,14,"C","m","m","None","personal/unspecific",0,12,0,29,0,1,6,0,3,0,3,0,1,4,6,48,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
334,12,"C","f","m","personal/unspecific","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52,5,"A","f","m","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,12,"C","m","m","personal/unspecific","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,1,"C","m","m","None","None",0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
304,6,"B","m","m","None","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,7,"B","f","f","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
147,12,"A","m","m","None","impersonal/specific",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
320,12,"C","f","f","personal/unspecific","personal/unspecific",2,6,1,0,0,0,0,2,2,1,0,0,0,0,4,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
208,7,"B","m","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
24,2,"B","f","f","personal/unspecific","personal/unspecific",0,0,1,0,0,0,2,0,0,1,0,0,0,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
288,3,"A","m","f","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
235,6,"A","f","f","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
323,11,"C","m","m","None","personal/specific",0,0,0,0,0,0,9,0,0,0,0,0,0,2,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
369,13,"A","m","f","None","impersonal/specific",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
43,4,"C","f","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
111,14,"A","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,9,"A","m","m","None","impersonal/specific",0,2,1,0,0,0,3,0,1,1,0,0,0,1,2,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
280,2,"C","m","f","None","None",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
238,6,"C","m","f","impersonal/specific","impersonal/specific",4,0,2,0,0,0,0,4,0,2,0,0,0,0,4,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
163,2,"B","m","f","personal/unspecific","personal/unspecific",0,0,1,23,0,0,8,0,0,1,3,0,0,1,4,32,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
326,8,"C","f","f","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
149,10,"B","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,14,"A","f","f","None","impersonal/specific",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
235,1,"A","f","f","personal/specific","personal/specific",1,0,2,0,0,0,0,1,0,1,0,0,0,0,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
203,3,"B","m","m","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
103,1,"A","m","m","personal/specific","personal/specific",0,0,2,55,1,0,3,0,0,1,5,1,0,3,6,61,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
462,9,"C","f","f","personal/specific","personal/specific",0,0,1,17,0,0,0,0,0,1,1,0,0,0,2,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
347,12,"B","m","f","None","impersonal/specific",0,0,1,9,0,0,0,0,0,1,1,0,0,0,2,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
416,14,"B","f","f","None","impersonal/specific",0,4,0,1,0,0,0,0,2,0,1,0,0,0,2,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
101,14,"A","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
304,14,"B","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,7,"C","m","f","None","impersonal/specific",0,3,1,0,0,0,0,0,1,1,0,0,0,0,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
319,7,"A","m","f","impersonal/specific","impersonal/specific",0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
266,7,"A","m","f","impersonal/specific","impersonal/specific",0,2,1,0,0,1,3,0,1,1,0,0,1,2,3,7,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
290,14,"B","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,5,"C","m","f","None","impersonal/specific",0,6,1,21,0,1,2,0,1,1,1,0,1,2,4,31,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
441,5,"B","m","f","personal/specific","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
257,3,"C","m","m","impersonal/specific","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
331,2,"B","f","m","personal/unspecific","personal/unspecific",0,0,1,2,0,0,4,0,0,1,1,0,0,3,4,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
87,7,"B","f","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
80,14,"C","f","m","None","personal/unspecific",0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
21,6,"C","m","f","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
225,3,"A","m","m","None","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54,9,"C","f","m","personal/specific","personal/specific",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
416,6,"B","f","f","None","personal/specific",0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
226,3,"C","m","m","impersonal/specific","impersonal/specific",1,0,1,9,0,0,0,1,0,1,1,0,0,0,1,11,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
51,10,"B","f","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
93,7,"C","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
429,9,"C","f","m","personal/specific","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,9,"A","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
438,8,"B","m","f","impersonal/specific","impersonal/specific",0,4,1,4,0,2,7,0,1,1,1,0,2,4,4,18,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
9,13,"C","f","m","None","personal/unspecific",0,14,2,46,0,0,3,0,3,1,2,0,0,2,4,65,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
362,9,"C","f","m","personal/specific","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
466,6,"A","m","m","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
426,12,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362,5,"C","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,0,"C","f","m","None","None",0,3,1,8,0,0,8,0,1,1,1,0,0,1,3,20,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
464,7,"B","m","f","None","personal/specific",0,6,1,2,0,1,5,0,2,1,1,0,1,2,5,15,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
300,12,"C","m","m","personal/unspecific","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,13,"B","f","f","None","impersonal/specific",0,6,0,23,0,0,2,0,1,0,1,0,0,2,3,31,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
69,4,"B","m","f","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
265,1,"C","m","m","None","None",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
458,2,"B","m","f","personal/unspecific","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
147,1,"A","m","m","personal/specific","personal/specific",0,0,1,0,0,0,6,0,0,1,0,0,0,1,1,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
277,3,"C","m","m","impersonal/specific","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,5,"C","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
140,1,"A","f","m","personal/specific","personal/specific",1,0,1,0,0,0,11,1,0,1,0,0,0,4,4,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
338,10,"A","f","f","impersonal/specific","impersonal/specific",0,2,1,2,0,0,0,0,1,1,1,0,0,0,2,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
404,13,"B","m","f","None","impersonal/specific",1,0,1,6,0,0,9,1,0,1,2,0,0,4,5,17,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
440,3,"B","f","m","None","personal/unspecific",0,0,1,0,0,0,4,0,0,1,0,0,0,2,3,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
26,12,"C","m","m","personal/unspecific","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
